Aachen Cathedral	50.77475	6.08392	1978
Major Mining Sites of Wallonia	50.43528	3.83833	2012
Major Town Houses of the Architect Victor Horta	50.81667	4.35	2000
Malbork Castle	54.03972	19.02778	1997
Malpelo Fauna and Flora Sanctuary	4.0	-81.6	2006
Mammoth Cave National Park	37.18694	-86.10111	1981
Manas National Park	26.71667	90.93333	1985
Manovo-Gounda St. Floris National Park	8.5	21.5	1988
Manu National Park	-12.14	-71.66	1987
Mapungubwe Cultural Landscape	-22.21167	29.38789	2003
Marceau-Denkmal	50.3737	7.592	2002
Margravial Opera House	49.94434	11.57866	2012
Marquesas Islands	-8.9	-139.6	2024
Masada	31.31556	35.35389	2001
Matobo Hills	-20.5	28.5	2003
Maulbronn Monastery	49.0011	8.8129	1993
Mausoleum of Khoja Ahmed Yasawi	43.29764	68.27104	2003
Mausoleum of the First Qin Emperor	34.38167	109.25389	1987
Maymand	30.16806	55.37556	2015
Mazagan	33.25656	-8.50248	2004
Medici Villas and Gardens in Tuscany	43.85778	11.30417	2013
Medieval City of Rhodes	36.44306	28.22694	1988
Medieval Monuments in Kosovo	42.66111	20.26556	2004
Medina of Fez	34.0625	-4.9725	1981
Medina of Marrakesh	31.63139	-7.98667	1985
Megalithic Temples of Malta	36.04917	14.26944	1980
Mehmed Paša Sokolović Bridge	43.78248	19.28794	2007
Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur	29.976	31.1304	1979
Mengening Temple	-8.42002	115.31203	2012
Menin Gate	50.85205	2.89107	2023
Merv	37.66278	62.1925	1999
Mesa Verde National Park	37.26038	-108.49444	1978
Meuse-Argonne American Cemetery	49.33417	5.09333	2023
Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China (Phase I)	32.9319	121.0168	2019
Mill Road Cemetery	50.06119	2.68325	2023
Minaret and Archaeological Remains of Jam	34.3964	64.5159	2002
Minoan Palatial Centres	35.29722	25.1625	2025
Mir Castle Complex	53.45127	26.47289	2000
Modena Cathedral	44.64623	10.92572	1997
Mogao Caves	40.03722	94.80417	1987
Mohenjo-daro	27.32917	68.13889	1980
Monarch Butterfly Biosphere Reserve	19.60639	-100.24167	2008
Monasteries of San Millán de la Cogolla	42.32583	-2.86505	1997
Monasteries on the slopes of Popocatépetl	18.93472	-98.89778	1994
Monte San Giorgio	45.91667	8.95	2003
Morhange German military cemetery	48.94197	6.66462	2023
Mosque City of Bagerhat	22.66097	89.75855	1985
Mount Kenya National Park	-0.12389	37.33667	1997
Mount Kumgang	38.65676	128.1049	2025
Mount Nemrut	37.98074	38.74083	1987
Mount Sanqing	28.95194	118.05194	2008
Mount Tai	36.26667	117.1	1987
Mount Wutai	39.08139	113.56694	2009
Mudejar Architecture of Aragon	40.34389	-1.10722	1986
Mulanje Massif	-15.9	35.65	2025
Museum Island	52.52139	13.39556	1999
Mushroom Square	-15.81483	-47.90529	1987
Muskau Park	51.54756	14.72323	2004
Mystras	37.074	22.3673	1989
Mỹ Sơn	15.76324	108.12445	1999
Nahal Me'arot Nature Reserve	32.67083	34.96611	2012
Nahanni National Park Reserve	61.5971	-125.852	1978
Nalanda Mahavihara	25.1368	85.44383	2016
Namhansanseong	37.47803	127.18419	2014
Namib Sand Sea	-24.88528	15.40778	2013
Nan Madol	6.84194	158.33222	2016
Nanda Devi National Park	30.41861	79.84972	1988
Naqsh-e Jahan Square	32.65822	51.67733	1979
Natural and Cultural Heritage of the Ohrid region	40.9007	20.66402	1979
Naumburg Cathedral	51.15472	11.80389	2018
Navarin Ossuary: Monument to the Dead of the Champagne Armies	49.21853	4.54203	2023
Navy Petty-Officers School of Mechanics	-34.53842	-58.46361	2023
Nazca Lines	-14.6975	-75.135	1994
Nelson's Dockyard	17.00833	-61.76444	2016
Neolithic flint mines of Spiennes	50.41999	3.98258	2000
Neusiedl Lake	47.83333	16.75	2001
Neuve-Chapelle Indian Memorial	50.5751	2.77513	2023
Neuville-St Vaast German war cemetery	50.34222	2.75417	2023
New Caledonia Barrier Reef	-20.41194	164.56639	2008
New Lanark	55.66361	-3.78139	2001
New Zealand Subantarctic Islands	-50.75	166.104	1998
New southern gate of Takht-e Soleyman	36.60289	47.23544	2003
Ngorongoro Conservation Area	-3.21	35.46	1979
Niah National Park	3.81389	113.78139	2024
Nice, Winter Resort Town of the Riviera	43.70169	7.27231	2021
Ningaloo Reef	-22.739	113.628	2011
Ninstints	52.09889	-131.2175	1981
Niokolo-Koba National Park	13.07417	-12.72222	1981
Nisa	37.95115	58.21241	2007
Noel Kempff Mercado National Park	-14.23028	-60.84667	2000
Notre Dame de Lorette National Cemetery	50.40111	2.71889	2023
Notre-Dame de Chartres	48.44778	1.48778	1979
Novodevichy Convent	55.72597	37.55658	2004
Noyelles-sur-Mer Chinese Cemetery	50.18624	1.72284	2023
Noyelles-sur-Mer Chinese Memorial	50.18608	1.72267	2023
Nyungwe Forest	-2.52822	29.27585	2023
Núcleo Arqueológico de Habitat Paleolítico do Salto do Boi/Cardina	40.98052	-7.09928	1998
Núcleo de arte rupestre da Canada da Moreira	41.02527	-7.06554	1998
Núcleo de arte rupestre da Canada do Amendoal	41.07798	-7.09909	1998
Núcleo de arte rupestre da Foz do Côa	41.08525	-7.10156	1998
Núcleo de arte rupestre da Vermelhosa	41.08416	-7.10015	1998
Núcleo de arte rupestre de Vale de Cabrões	41.09398	-7.11541	1998
Núcleo de arte rupestre de Vale do Forno	41.07318	-7.10931	1998
Núcleo de arte rupestre do Alto da Bulha	41.00518	-7.10705	1998
Núcleo de arte rupestre do Vale de José Esteves	41.03144	-7.11731	1998
Odzala National Park	0.8	14.9	2023
Oeren military cemetery	51.02381	2.70464	2023
Okapi Wildlife Reserve	2.0	28.5	1996
Okavango Delta	-19.4	22.9	2014
Old City of Bern	46.94806	7.45028	1983
Old Quebec	46.80944	-71.21056	1985
Old Rauma	61.12827	21.51321	1991
Old Town	50.0847	14.4203	1992
Old Town of Ghadamès	30.132	9.497	1986
Old Town of Lviv	49.84167	24.03194	1998
Old city (Dubrovnik)	42.6409	18.1091	1979
Old southern gate of Takht-e Soleyman	36.60303	47.236	2003
Old town of Regensburg with Stadtamhof	49.01722	12.09694	2006
Olympia	37.63833	21.63	1989
Olympic National Park	47.7	-123.75	1981
Omo River	8.2563	37.4899	1980
Ore Mountain Mining Region	50.4065	12.8373	2019
Orkhon Valley	47.45688	102.73041	2004
Our Lady of Promise	42.21139	20.73583	2004
Pachacámac	-12.25806	-76.9	2014
Padua's fourteenth-century fresco cycles	45.41189	11.87961	2021
Painted Churches in the Troödos Region	34.92028	33.09583	1985
Palace and Park of Versailles	48.805	2.11944	1979
Palace of Fontainebleau	48.40222	2.70056	1981
Palaces and Parks of Potsdam and Berlin	52.4	13.03333	1990
Palau de la Música Catalana and Hospital de Sant Pau, Barcelona	41.38778	2.175	1997
Palenque	17.48417	-92.04639	1987
Paleochristian and Byzantine monuments of Thessaloniki	40.6386	22.9478	1988
Palmyra	34.55038	38.26979	1980
Pannonhalma Archabbey	47.55278	17.76111	1996
Papahānaumokuākea Marine National Monument	25.5	-170.5	2010
Paraty and Ilha Grande – Culture and Biodiversity	-23.0186	-44.6854	2019
Park of Versailles	48.80806	2.10833	1979
Pasargadae	30.2	53.17944	2004
Pattadakal Group of Monuments	15.94833	75.81667	1987
Pegulingan Temple	-8.41498	115.31777	2012
Pergamon and its Multi-Layered Cultural Landscape	39.12583	27.18	2014
Persepolis	29.935	52.89	1979
Persian Caravanserai	35.05835	51.42014	2023
Petra	30.32861	35.44194	1985
Petroglyphs of Lake Onega and the White Sea	61.7299	36.01264	2021
Petäjävesi Old Church	62.25014	25.18394	1994
Philippi	41.01207	24.28458	2016
Phoenix Islands Protected Area	-3.64972	-172.8575	2010
Phong Nha–Ke Bang National Park	17.53333	106.15	2003
Phra Ratchawang Boran	14.35861	100.55833	1991
Piazza del Duomo, Pisa	43.72343	10.39478	1987
Pilgrimage Church of Saint John of Nepomuk	49.58	15.94194	1994
Pirin National Park	41.67222	23.48778	1983
Plain of Jars	19.43111	103.1525	2019
Plaza de toros de Acho	-12.0414	-77.0233	1991
Plitvice Lakes National Park	44.88045	15.61604	1979
Ploegsteert Memorial to the Missing	50.73767	2.88208	2023
Ploegsteert Wood Military Cemetery	50.73697	2.89972	2023
Polonnaruwa	7.93333	81.0	1982
Polygon Wood Cemetery	50.85699	2.99068	2023
Pont du Gard	43.9473	4.5355	1985
Pontcysyllte Aqueduct	52.9702	-3.08782	2009
Port Royal	17.9375	-76.84139	2025
Potosí	-19.58917	-65.75333	1987
Poverty Point	32.6425	-91.40833	2014
Prambanan Temple	-7.752	110.49122	1991
Preah Vihear Temple	14.39056	104.68028	2008
Prehistoric Rock Art Sites in the Côa Valley	41.03333	-7.11667	1998
Prehistoric Sites and Decorated Caves of the Vézère Valley	45.0575	1.17	1979
Princely Abbey of Corvey	51.77778	9.41	2014
Puerto Princesa Subterranean River National Park	10.16667	118.91667	1999
Punic Town of Kerkuane and its Necropolis	36.9464	11.0992	1985
Purnululu National Park	-17.44879	128.54605	2003
Putorana Plateau	69.0	93.0	2010
Qal'at Bani Hammad	35.81389	4.79333	1980
Qalhat	22.7	59.3699	2018
Qal’at al Bahrain	26.23361	50.52056	2005
Qaryat al-Faw	19.7833	45.15	2024
Qasr Amra	31.80175	36.58731	1985
Quebrada de Humahuaca	-23.19986	-65.34886	2003
Quiriguá	15.26944	-89.04028	1981
Qutb Minar	28.52435	77.18525	1993
Qutb complex	28.52438	77.18543	1993
Rabat	34.02111	-6.84139	2012
Rabat, Modern Capital and Historic City	34.0242	-6.8228	2012
Rainforests of the Atsinanana	-14.45972	49.7025	2007
Rancourt Military Cemetery	49.99815	2.90985	2023
Rapa Nui National Park	-27.07288	-109.34858	1995
Red Fort	28.65583	77.24028	2007
Reichenau Island	47.69306	9.06306	2000
Renaissance facade of the Colegio Mayor de San Ildefonso, University of Alcalá	40.48292	-3.3631	1998
Residence of Bukovinian and Dalmatian Metropolitans	48.29664	25.92491	2011
Residences of the Royal House of Savoy	45.0725	7.68583	1997
Revillagigedo Islands	18.82139	-112.76389	2016
Rhaetian Railway in the Albula / Bernina Landscapes	46.4089	10.0197	2008
Rhine Gorge	50.1736	7.69417	2002
Rice Terraces of the Philippine Cordilleras	16.93389	121.13667	1995
Richtersveld	-28.6	17.20389	2007
Rietveld Schröder House	52.08533	5.1476	2000
Rifle House Cemetery	50.73581	2.90103	2023
Robben Island	-33.805	18.37	1999
Rocas Atoll	-3.86639	-33.80194	2001
Rock Art of the Mediterranean Basin on the Iberian Peninsula	39.79	-1.03333	1998
Rock Carvings in Tanum	58.69995	11.33641	1994
Rock Paintings of Hua Mountain	22.24833	107.04228	2016
Rock Paintings of Sierra de San Francisco	27.65556	-112.91611	1993
Rock carvings at Alta	69.94694	23.18778	1985
Rock-hewn Churches of Ivanovo	43.69556	25.98806	1979
Rohtas Fort	32.96528	73.57642	1997
Roman Monuments, Cathedral of St. Peter and Church of Our Lady in Trier UNESCO World Heritage Site	49.75	6.63306	1986
Roman Walls of Lugo	43.01419	-7.55989	2000
Roman amphitheatre of El Jem	35.29639	10.70694	1979
Roskilde Cathedral	55.64267	12.08031	1995
Royal Abbey of Hautecombe	45.75278	5.83972	2011
Royal Alcázar of Segovia	40.9525	-4.1325	1985
Royal Court of Tiébélé	11.08972	-0.96156	2024
Royal Monastery of Saint Mary of Guadalupe	39.45278	-5.3275	1993
Royal Palace Museum	6.46947	2.62519	1996
Royal Palaces of Abomey	7.18645	1.994	1985
Royal Tombs of the Joseon Dynasty	37.19722	128.45278	2009
Ruins of Aksum	14.13019	38.71861	1980
Ruins of Gedi	-3.30917	40.01667	2024
Ruins of Loropéni	10.31028	-3.56306	2009
Ruínas de León Viejo	12.40055	-86.6178	2000
Rwenzori Mountains National Park	0.4	29.95	1994
Río Abiseo National Park	-7.75	-77.25	1990
Río Plátano Biosphere Reserve	15.25	-84.73	1982
Sacred Ensembles of the Hoysalas	13.21245	75.99407	2023
Sacred Island of Okinoshima and Associated Sites in the Munakata Region	34.245	130.1056	2017
Sacred Mijikenda Kaya Forests	-3.93194	39.59611	2008
Sacri Monti of Piedmont and Lombardy	45.97456	9.16956	2003
Sagarmatha National Park	27.89107	86.69303	1979
Saint Catherine Area	28.55623	33.97543	2002
Saint John Abbey	46.62917	10.44778	1983
Saint Sophia Cathedral	50.45278	30.51444	1990
Saint-Charles de Potyze Military Cemetery	50.86292	2.92633	2023
Saint-Quentin german military cemetery	49.8479	3.26105	2023
Salonga National Park	-1.76516	21.49723	1984
Saloum Delta	13.83528	-16.49861	2011
Salt	32.03917	35.72722	2021
Saltaire	53.83717	-1.79026	2001
Samarra	34.1959	43.88568	2007
Sambor Prei Kuk	12.86728	105.04002	2017
Sammallahdenmäki	61.11767	21.77517	1999
San Agustin archeological park	1.88444	-76.29611	1995
San Cristóbal de La Laguna	28.48528	-16.31667	1999
Sanchi	23.47944	77.73972	1989
Sanctuary of Bom Jesus de Matosinhos	-20.50778	-43.86069	1985
Sangay National Park	-1.83333	-78.33333	1983
Sangha Trinational	2.66667	16.33333	2012
Sangiran	-7.45	110.85	1996
Santa Cruz de Mompós	9.23944	-74.425	1995
Santa Maria delle Grazie	45.46583	9.17111	1980
Santiniketan	23.6776	87.6852	2023
Sarazm	39.51667	67.56667	2010
Sardis and the Lydian Tumuli of Bin Tepe	38.48194	28.04528	2025
Saryarka – Steppe and Lakes of Northern Kazakhstan	50.43333	69.18889	2008
Sawahlunto	-0.68278	100.77833	2019
Schokland	52.63861	5.77167	1995
Schwerin Castle	53.62417	11.41889	2024
Second temple of Takht-e Soleyman	36.60514	47.23442	2003
Selimiye Mosque	41.67806	26.55944	2011
Selous Game Reserve	-9.0	37.4	1982
Semmering railway	47.643	15.831	1998
Seowon, Korean Neo-Confucian Academies	36.7273	128.84343	2019
Serra da Capivara National Park	-8.6667	-42.55	1991
Settlement and Artificial Mummification of the Chinchorro Culture in the Arica and Parinacota Region	-18.482	-70.322	2021
Sewell	-34.085	-70.3825	2006
ShUM Sites of Speyer, Worms and Mainz	49.31621	8.43954	2021
Shahr-e Sukhteh	30.59528	61.33194	2014
Shahrisabz	39.05	66.83333	2000
Sheikh Safi al-Din Khānegāh and Shrine Ensemble	38.24861	48.29139	2010
Shibam	15.92694	48.62667	1982
Shirakami-Sanchi	40.45028	140.19861	1993
Shrines and Temples of Nikkō	36.7475	139.61056	1999
Shushtar Historical Hydraulic System	32.05372	48.84869	2009
Si Thep historical park	15.46659	101.15009	2023
Sian Ka'an	19.38333	-87.79167	1987
Sigiriya	7.95694	80.75972	1982
Simien Mountains National Park	13.18333	38.06667	1978
Singapore Botanic Gardens	1.3151	103.8162	2015
Sinharaja Forest Reserve	6.24	80.28	1988
Skellig Michael	51.77111	-10.54056	1996
Skogskyrkogården	59.27556	18.09944	1994
Socotra Archipelago	12.5	53.4	2008
Solovetsky Islands	65.02444	35.71056	1992
Soltaniyeh	36.43472	48.7975	2005
South China Karst	25.22083	107.975	2007
Southern Öland cultural landscape	56.46667	16.55	2000
Spanbroekmolen British Cemetery	50.77833	2.86708	2023
Speyer Cathedral	49.31722	8.4425	1981
Spiš Castle	49.00056	20.76833	1993
Srebarna Nature Reserve	44.11112	27.07221	1983
St Kilda	57.815	-8.5875	1986
Statue of Liberty	40.68921	-74.04443	1984
Stevns Klint	55.2822	12.45	2014
Stoclet Palace	50.83514	4.41625	2009
Stone Circles of Senegambia	13.77444	-15.5225	2006
Stone Town	-6.16494	39.19879	2000
Stonehenge, Avebury and Associated Sites	51.1789	-1.82528	1986
Stora Sjöfallet National Park	67.5669	17.99365	1996
Strand Military Cemetery	50.73275	2.88089	2023
Struve Geodetic Arc	52.28944	25.64944	2005
Studenica monastery	43.48672	20.53164	1986
Su Nuraxi di Barumini	39.70286	8.99988	1997
Sudanese style mosques in northern Côte d'Ivoire	10.49032	-6.41017	2021
Sukur	10.74056	13.57167	1999
Sulaiman-Too	40.52944	72.78333	2009
Summer Palace	39.9975	116.2689	1998
Sundarbans National Park	21.75	88.75	1987
Suomenlinna	60.14361	24.98444	1991
Surtsey	63.30403	-20.60471	2008
Sydney Opera House	-33.85706	151.2149	2007
Tabriz Bazaar	38.08077	46.29229	2010
Tadrart Acacus	24.83343	10.33332	1985
Tajín Veracruz	20.44806	-97.37824	1992
Takalik Abaj	14.64583	-91.73611	2023
Takht-e Soleyman	36.60472	47.23417	2003
Talayotic Culture of Minorca	39.9975	3.90889	2023
Tallinn Old Town	59.43722	24.74528	1997
Tamgaly	43.80333	75.535	2004
Taos Pueblo	36.43889	-105.54167	1992
Tasmanian Wilderness	-42.5957	146.1729	1982
Tassili n'Ajjer	25.66667	9.0	1982
Taxila	33.74569	72.81521	1980
Taï National Park	5.75	-7.12	1982
Te Wahipounamu	-45.036	167.32	1990
Teide National Park	28.2647	-16.6181	2007
Tell es-Sultan	31.87172	35.44456	2012
Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu	35.59651	116.98445	1994
Temple of Heaven	39.8822	116.4066	1998
Temple of Kukulcan	20.68289	-88.56861	1988
Temple of the Inscriptions	17.4836	-92.0468	1987
Teotihuacan	19.6925	-98.84389	1987
Teruel Cathedral	40.3439	-1.10722	1986
The Colonial Transisthmian Route of Panamá	8.95243	-79.53474	2025
The Cosmological Axis of Yogyakarta and its Historic Landmarks	-7.80139	110.36478	2023
The Dolomites	46.61306	12.16306	1998
The Emergence of Modern Humans: The Pleistocene occupation sites of South Africa	-29.52389	31.08611	2024
The Gedeo Cultural Landscape	5.1167	38.6667	2023
The Loire Valley between Sully-sur-Loire and Chalonnes	47.21629	0.06218	2000
The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee	47.41972	11.1125	2025
The Slate Landscape of Northwest Wales	53.12083	-4.115	2021
Thiepval Memorial	50.05056	2.68583	2023
Thingvellir National Park	64.25806	-21.125	2004
Thracian Tomb of Kazanlak	42.62556	25.39917	1979
Thracian Tomb of Sveshtari	43.74496	26.7663	1985
Three Castles of Bellinzona	46.19278	9.02222	2000
Three Parallel Rivers National Park	27.895	98.40639	2003
Thungyai Naresuan Wildlife Sanctuary	15.33333	98.91667	1991
Tierradentro	2.583	-76.033	1995
Tigrovaya Balka Nature Reserve	37.25	68.5	2023
Timbuktu	16.77333	-2.99944	1988
Timgad	35.48424	6.46867	1982
Tiwanaku	-16.55472	-68.67333	2000
Tlacotalpan	18.61303	-95.65627	1998
Tomb of Askia	16.28972	-0.04444	2004
Tongariro National Park	-39.2	175.58333	1990
Toronto Avenue Cemetery	50.74075	2.90006	2023
Tour Pey-Berland	44.83762	-0.57656	1998
Tournai Cathedral	50.6065	3.3889	2000
Tower of Hercules	43.38583	-8.40639	2009
Tower of London	51.5082	-0.0762	1988
Town Hall of Bremen	53.0759	8.8076	2004
Tr'ondëk-Klondike	64.0	-139.0	2023
Track \X\" Cemetery	50.87817	2.91153	2023
Trans-Iranian Railway	35.65831	51.39833	2021
Trinity Lavra of St. Sergius	56.31035	38.13065	1993
Tropical Rainforest Heritage of Sumatra	-2.5	101.5	2004
Troy	39.9575	26.23889	1998
Tsingy de Bemaraha Strict Nature Reserve	-18.66667	44.75	1990
Tsodilo	-18.77167	21.75417	2001
Twyfelfontein	-20.59558	14.37258	2007
Tyne Cot Cemetery	50.8875	2.99889	2023
Ujung Kulon National Park	-6.75	105.33333	1991
Uluṟu-Kata Tjuṯa National Park	-25.32208	130.98573	1987
Umm ar-Rasas	31.49972	35.91972	2004
University City of Caracas	10.49083	-66.89056	2000
Urnes Stave Church	61.29806	7.3225	1979
Uvs Nuur Basin	50.275	92.71972	2003
V.C. Corner Australian Cemetery and Memorial	50.61957	2.83367	2023
Val d'Orcia	43.06667	11.55	2004
Valdes Peninsula	-42.5	-63.93333	1999
Vale de Namoradas	41.0353	-7.0853	1998
Valletta	35.89778	14.5125	1980
Vallée de Mai	-4.32917	55.7375	1983
Van Nelle Factory	51.92278	4.43361	2014
Vatican City	41.904	12.453	1984
Vatnajökull National Park	64.5	-17.0	2019
Vecrīga	56.9485	24.1082	1997
Vega Archipelago	65.63333	11.9	2004
Verla	61.06199	26.64002	1996
Verona	45.43861	10.99278	2000
Veslud German military cemetery	49.5324	3.73441	2023
Victoria Falls	-17.92478	25.85806	1989
Vieux Lyon	45.76306	4.82806	1998
Villa Romana del Casale	37.36472	14.33455	1997
Villa Tugendhat	49.20722	16.61583	2001
Villa d'Este	41.9625	12.79611	2001
Villers-Bretonneux Military Cemetery	49.88624	2.5082	2023
Villers–Bretonneux Australian National Memorial	49.88701	2.51291	2023
Vilnius Old Town	54.68333	25.28333	1994
Virunga National Park	-0.5	29.5	1979
Visoki Dečani	42.54694	20.26639	2004
Viñales Valley	22.61667	-83.71667	1999
Vjetrenica	42.84583	17.98389	2024
Vladslo German war cemetery	51.07056	2.92944	2023
Vlkolínec	49.0397	19.2784	1993
Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique	14.7582	-61.0731	2023
Volcanoes of Kamchatka	53.5	158.83	1996
Volubilis	34.07111	-5.55361	1997
Vredefort crater	-27.0	27.5	2005
Völklingen Ironworks	49.25056	6.84528	1994
Wachau	48.36444	15.43417	2000
Wadi Al-Hitan	29.27083	30.04389	2005
Wadi Rum	29.5765	35.41993	2011
Warsaw Old Town	52.24972	21.01222	1980
Wartburg	50.96611	10.30639	1999
Waterton-Glacier International Peace Park	48.99606	-113.90417	1995
Way of Saint James UNESCO World Heritage Sites in France	45.18406	-0.72294	1998
Welsh Cemetery (Caesar's Nose)	50.88678	2.88203	2023
Western Caucasus	44.0	40.0	1999
Western Ghats	10.16972	77.06111	2012
Western Xia Mausoleums	38.43503	105.98717	2025
Wet Tropics of Queensland	-17.2	145.8	1988
White City	32.07778	34.77389	2003
White Monuments of Vladimir and Suzdal	56.15	40.4167	1992
Wieskirche	47.6806	10.90044	1983
Willandra Lakes Region	-33.61814	143.10141	1981
Wood Buffalo National Park	59.3833	-112.983	1983
Wooden Hypostyle Mosques of Medieval Anatolia	38.75504	30.52958	2023
Wooden churches of Southern Lesser Poland	49.63059	21.18605	2003
Woods Cemetery	50.82236	2.91519	2023
Works of Antoni Gaudí	41.36383	2.02782	1984
Wulingyuan	29.34556	110.46667	1992
Wuyi Mountains	27.71667	117.68333	1999
Würzburg Residence with the Court Gardens and Residence Square	49.79278	9.93889	1981
Xanadu	42.35802	116.18516	2012
Xochicalco	18.80431	-99.29664	1999
Yakushima	30.35861	130.52861	1993
Yellowstone National Park	44.6	-110.5	1978
Yinxu	36.1225	114.31861	2006
Yosemite National Park	37.7425	-119.5375	1984
Yser Tower	51.03165	2.85214	2023
Yungang Grottoes	40.10972	113.12222	2001
Zabid	14.2	43.31667	1993
Zagori	39.8667	20.7	2023
Zapovednik Wrangel Island	71.23333	179.4	2004
Zendan-e Soleyman Lake	36.61444	47.20139	2003
Zhoukoudian site	39.68896	115.92483	1987
Zollverein Coal Mine Industrial Complex	51.4865	7.04408	2001
Zubarah	25.98339	51.02722	2013
banks of the Seine	48.85	2.35889	1991
churches of Moldavia	47.733	25.933	1993
domus de janas	40.085	8.951	2025
iSimangaliso Wetland Park	-28.0	32.5	1999
iron pillar of Delhi	28.52466	77.18507	1993
lifts on the old Canal du Centre	50.4714	4.0945	1998
l’Orée de la Forêt Military Cemetery	49.73	5.48111	2023
neighborhood unit 107/307 and 108/308 South	-15.81497	-47.90418	1987
northern French coal mining region	50.4625	3.54611	2012
port of the Moon	44.83889	-0.57222	2007
prehistoric pile dwellings around the Alps	47.6746	9.12099	2011
reconstructed center of Le Havre	49.4891	0.11522	2005
rock drawings in Valcamonica	46.02389	10.35	1979
stadiums of the Ciudad Universitaria	19.32565	-99.19424	2007
wooden churches of Maramureș	47.8194	24.0558	1999
wooden churches of the Slovak Carpathians	49.33611	19.55833	2008
Çatalhöyük	37.6675	32.82833	2012
Étaples Military Cemetery	50.53528	1.6225	2023
Šibenik Cathedral	43.73556	15.88917	2000
Škocjan Caves	45.665	13.99472	1986
